,Node,Authority Score,Hub Score
129,183,0.00011336575202210856,0.0
1717,185,0.0,5.1421243858417286e-05
1719,187,0.0,0.00016395994453399242
1720,188,1.5501134998578417e-05,2.9607480928070625e-05
1722,189,0.0,1.0342793447891042e-05
1724,190,0.0,1.2052272246692115e-05
1730,191,0.0,9.180902401530639e-05
45,192,0.00012523457074727705,6.513963427831273e-05
1912,193,0.0,0.00020702720468717184
1718,194,0.0,3.421472861178823e-05
1726,195,0.0,1.0342793447891042e-05
1723,196,0.0,1.0342793447891042e-05
1725,197,0.0,5.283655456597676e-05
1727,198,0.0,1.0342793447891042e-05
1728,199,0.0,0.00011836781810466275
1731,200,0.0,1.0342793447891042e-05
1732,201,0.0,8.789142454279673e-05
1733,202,0.0,1.6131498510239333e-05
1734,203,0.0,0.00037860400434977493
412,204,0.0014031243439027426,7.328370017415044e-05
1736,205,0.0,3.983300131420293e-05
1737,206,0.0,1.0342793447891042e-05
1738,207,0.0,1.0342793447891042e-05
1739,208,0.0,3.0207851904571863e-05
1740,209,0.0,5.472697098791722e-05
1741,210,0.0,1.0342793447891042e-05
2008,211,0.0,3.414773465161032e-06
4110,212,0.0,2.7550175313227926e-05
4763,213,0.0,1.8377437256374616e-05
14,214,0.0008251269692542302,0.0
1743,215,0.0,0.0005484003133896084
130,216,9.445171369781315e-05,8.318759527870007e-05
1749,217,0.0,9.927148660593818e-07
2175,218,0.0,2.2439059485518934e-06
131,219,7.919676757464586e-05,0.0
1750,221,0.0,1.2945709609825152e-05
1751,222,0.00013056002095043436,2.7564285322242262e-05
1752,223,0.0,2.7427367350769473e-05
46,224,8.76927058328694e-05,0.00010019656500137173
1754,225,0.0,3.193245498911246e-06
47,226,7.34761933263549e-05,0.00013767573748607706
132,227,0.00020957862091367885,3.32407456216446e-05
133,228,0.00022195159961888776,2.5273572371799503e-05
413,230,0.00035735579790906305,2.4166702582331864e-05
1760,231,0.0,0.00023627030684743024
112,232,7.015213390057981e-05,0.00017283240739007403
1762,233,0.0,3.193245498911246e-06
1763,234,0.0,3.193245498911246e-06
1764,235,0.0,1.2522027772564218e-05
134,236,5.346397562649217e-05,0.0001111590757811197
1765,237,0.0,0.00032779007805492944
1769,238,0.0,1.542933636351051e-05
1770,239,0.0,3.193245498911246e-06
1755,240,0.0,2.346661902629529e-05
1798,241,0.0,3.489891428423987e-05
1756,242,0.0,1.168867218518983e-05
113,243,0.00029239188338983256,4.332095691404261e-06
1757,244,0.0,2.4617503175244375e-05
1758,245,0.0,1.934808029864685e-05
48,246,0.00013129855165776633,3.193245498911246e-06
1759,247,0.0,1.4854731455483177e-05
1768,248,0.0,3.193245498911246e-06
1820,249,0.0,7.569408068006529e-05
135,250,9.085514590431735e-05,0.0
1878,251,0.0,2.4400466384871593e-05
49,252,0.00012948682645253068,0.0
1772,253,0.0,1.1445831401739527e-06
1773,254,0.0,7.398403895786008e-05
50,255,0.00014877807223192386,0.00042285474157766886
1775,256,0.0,2.8674166021166873e-05
51,257,9.131250877912462e-05,2.261622579461519e-05
136,258,3.107776994735022e-05,3.130083714961351e-05
137,259,0.00039703015887459993,0.0004253338045413893
1776,260,0.0,5.265713136924977e-05
52,261,0.00011451979430771522,6.563341409514924e-06
1781,263,0.0,0.0001428619084287505
1784,264,0.0,9.328782273652974e-06
1785,265,0.0,0.00020472322286772614
1788,266,0.0,7.116476139344071e-05
1789,267,0.0,9.328782273652974e-06
1790,268,0.0,1.5585309476657928e-05
1791,269,0.0,0.0001184533843891211
1792,270,0.0,0.00010801089827649799
15,271,0.0007442312256425673,0.0
53,273,3.1349932692906585e-05,1.2605427124932476e-05
138,274,0.00012419945526126575,0.0
1796,275,0.0,0.00047592450306703727
1794,276,0.0,1.7756083325626185e-05
1795,277,0.0,2.2718941633461298e-06
54,280,6.937489140001712e-05,0.0005462659232668453
55,282,0.0002782711614012169,0.0001511466330614762
1800,283,0.0,3.438145142321455e-06
1801,284,0.0,1.3376748584036027e-05
139,285,0.0006980482603370854,4.696072945137108e-05
16,286,8.219949442141481e-05,0.0
1802,287,0.0,1.1466601454453321e-06
1803,288,0.0,1.1466601454453321e-06
1804,289,0.0,1.1466601454453321e-06
140,290,0.0011922277830613314,0.0007305070334633841
1805,291,2.401665579850794e-06,0.00047199039488130624
1811,292,0.0,2.162007211850093e-05
1812,293,0.0,1.5674336030603716e-05
1810,294,0.0,7.557207974701157e-06
1813,295,0.0,2.5669430832872617e-05
1814,296,0.0,3.385292959293319e-05
1815,297,0.0,7.557207974701157e-06
141,298,0.0004790222523457067,7.561913603147198e-06
56,299,0.0006028986408367801,0.0
17,300,3.7566410597961e-05,0.0
142,301,2.8368687143706708e-05,3.298724467238015e-07
57,302,3.720617295312884e-05,4.864535899359075e-05
1821,303,0.0,2.4028561556013923e-06
143,304,0.00022683668773418515,0.000398705655783592
1856,305,0.0,4.8289725774186245e-05
58,306,9.971851601126824e-05,0.001804987797943911
1832,307,0.0,9.297506258668038e-06
59,308,0.00020705546660585987,0.0009988667353767618
1834,309,0.0,2.7044105398505864e-06
60,310,0.00017802264935804795,0.0016162351188100186
959,311,0.00030426309848279964,0.0026612279524969406
1853,312,0.0,0.0008159906599065134
414,313,0.00028312822363252065,0.0005279765958429945
1688,314,8.773425596843647e-05,2.7044105398505864e-06
1854,315,0.0,0.0004496112377715458
1855,316,0.0,1.7360783069297007e-05
144,317,0.00030272754968493107,0.0006577441724320736
1857,318,0.0,1.5328149342361658e-05
145,319,9.488050594487238e-05,0.0015688204806838075
1833,320,0.0,3.543294341069199e-05
916,321,0.00023331354136194143,0.00010462194436767992
61,322,0.0002157523577753671,0.0
1874,323,0.0,1.2265999102280472e-06
893,324,9.003684022622062e-05,6.714791405786478e-05
62,325,0.0001769929200172718,0.0002459338050718353
1875,326,0.0,3.763128506397643e-05
1877,327,0.0,2.495177584090822e-05
1879,328,0.0,5.3418641138365965e-05
1872,329,0.0,1.9385280379686636e-05
1873,330,0.0,1.2265999102280472e-06
1876,331,0.0,1.942057644602381e-05
415,332,0.0006031654291615839,0.0
1880,333,0.0,2.8750240251366953e-06
416,334,0.0002566150126710653,0.00017286266451814046
1881,335,0.0,0.00041247513950948603
1887,336,0.0,0.00023716554667179552
1890,337,0.0,7.639815272946807e-07
417,338,0.00011035023756536972,7.639815272946807e-07
63,339,3.848524627714212e-05,0.000334964033308979
1891,340,0.0,9.374828357042978e-05
114,341,1.9681674281287377e-05,0.0002394625714819058
1895,342,0.0,2.9291208791671425e-06
1896,343,0.0,1.2522255328578008e-05
1897,344,0.0,4.243415804950501e-06
1899,345,0.0,2.811265766422356e-05
1585,346,0.0006186151269477155,0.0008938897542740623
3132,347,0.0,5.424305341566931e-05
18,348,0.0001130412019360965,9.31314824540088e-05
19,349,2.9996853211474293e-05,1.0425226313768522e-06
418,350,0.0005307202133018997,3.5206090342928453e-06
1907,351,0.0,9.337926843529323e-05
1909,352,0.0,1.8951950765343088e-05
1910,353,0.0,2.0651540608516702e-05
1908,355,0.0,1.3592447844276897e-06
64,356,0.00010843777699903017,0.00014162426758560084
1911,357,0.0,7.455418257906325e-07
65,358,2.0992560203884148e-05,0.0
146,359,1.3337923674166975e-05,0.0
147,362,2.631655109202518e-05,5.8761309971067e-07
66,363,4.687857477780472e-05,2.652443219170681e-05
1913,364,0.0,7.374161642707743e-05
1914,365,0.0,2.094292488672249e-05
1915,366,0.0,5.211561993922132e-05
1917,367,0.0,2.1396339446234785e-05
894,368,4.579751507840543e-05,1.7094787988010728e-06
1916,369,0.0,1.7094787988010728e-06
67,370,0.00013637873243487313,0.0
20,371,7.97327877134329e-05,0.0009447618733172561
419,372,0.00034559491844303236,4.081566046283717e-06
68,373,7.43999078687883e-05,0.0
1921,374,0.0,3.1570308482507142e-06
1922,375,0.0,8.66401411697164e-07
1923,376,0.0,0.0001880271725580532
69,377,6.911973777616511e-05,0.0
148,378,6.111072017024576e-05,0.0
70,379,8.881682064280353e-05,0.0
1925,381,0.0,4.432796158265264e-06
1926,382,0.0,3.6650709144486945e-06
1929,383,0.0,0.0004478653534000693
1931,384,0.0,3.6650709144486945e-06
1924,386,0.0,8.250164944100113e-06
1927,387,0.0,5.120292260072953e-05
5914,388,0.0,2.7595885795018274e-05
354,389,2.6130840720594452e-05,0.0
149,390,3.300964346070067e-05,0.0
150,391,0.00012129160405465764,2.3936316719784116e-06
151,392,1.2921201455881505e-05,0.0
1932,393,0.0,6.935896992342531e-07
152,394,5.533317177012828e-05,0.0
1933,395,0.0,0.0003929368896476052
153,396,8.031619546593481e-05,0.0
1941,397,0.0,1.4990684278068665e-06
1942,398,0.0,5.188076646575325e-05
1944,399,0.0,2.4070909829997727e-05
1945,400,0.0,4.0583175744850294e-05
1946,401,0.0,1.4990684278068665e-06
154,402,0.00011959262212600788,0.0
1536,403,0.0006001083824010738,0.000154890519845719
1947,404,0.0,3.0609187565084434e-05
155,405,7.958091761530116e-05,0.00016428722667870312
156,406,0.0001767799384723076,0.0001522616715231963
71,407,0.0006777478163406518,0.001285081894108588
1957,408,0.0,1.4990684278068665e-06
1958,409,0.0,2.584788223571978e-06
1959,410,0.0,1.3232806675912908e-05
1960,411,0.0,1.4990684278068665e-06
1996,412,0.0,0.00017609194939915203
1961,413,0.0,1.4990684278068665e-06
1962,414,0.0,8.040930670362135e-06
72,415,0.0004124163361770579,1.6184557570010022e-05
1963,416,0.0,2.9315550256025765e-06
901,417,0.001092309351835814,8.755502404838986e-05
1964,418,0.0,7.150800487028029e-07
1094,419,1.9118741152863087e-06,0.0
157,421,2.70082110695764e-05,0.0
73,422,4.248022771674513e-05,0.0
1965,423,0.0,5.200982488446443e-05
1966,424,0.0,1.7347785715063167e-05
917,425,0.0003610293880657858,0.0007110706723040972
1986,426,0.0,6.295852168745967e-05
158,427,8.017648505572264e-05,3.761017890944049e-05
74,428,5.322018565749261e-05,0.0
420,429,0.0001499655132083925,1.2302749270278644e-05
1987,430,0.0,5.1191147591566415e-06
159,431,0.00011386615961428596,0.0
160,432,0.00028429629299519073,0.0012594937424611652
161,433,3.4211919229079595e-05,0.0
1992,434,0.0,5.03861323502306e-05
162,435,6.342844867459036e-05,0.0
1993,436,0.0,8.793422805199045e-07
1994,437,0.0,8.793422805199045e-07
1995,438,0.0,1.6054984783972401e-06
75,439,0.00033623645800360267,3.5387287790171467e-05
163,440,7.67056475778829e-05,1.2292783987283206e-05
1997,441,0.0,1.6054984783972401e-06
1998,443,0.0,3.193245498911246e-06
2000,444,0.0,5.358384850783708e-06
2152,445,0.0,3.155792565303847e-05
2006,446,0.0,3.193245498911246e-06
164,447,0.00019018957572353583,0.0001574864961523066
2002,448,0.0,3.193245498911246e-06
2003,449,0.0,8.846804791549118e-05
2007,450,0.0,3.193245498911246e-06
2001,451,0.0,3.193245498911246e-06
2009,453,0.0,1.5697890700931585e-06
2010,454,0.0,1.5606405425701274e-05
2011,455,0.0,8.794353572332847e-06
2012,456,0.0,3.799915520352761e-05
2013,457,0.0,0.00641687049019565
2113,458,0.0,1.5559118663262706e-05
2114,460,0.0,6.014923384570651e-06
2115,461,0.0,5.936758595997379e-06
2116,462,0.0,7.448722978536432e-06
2117,463,0.0,6.683995226646337e-06
421,465,0.0009248457100664091,0.0001446266982643436
2120,467,0.0,9.76558334488961e-05
2121,468,0.0,5.021685661159586e-07
2501,469,0.0,0.00012193770861584788
2123,472,0.0,1.3269061726238523e-07
2129,473,0.0,8.000814067041982e-07
2124,476,0.0,4.4532211470546194e-07
895,477,3.5526890167542425e-05,0.0
2125,479,0.0,4.29611584594035e-05
2126,480,0.0,4.4532211470546194e-07
2127,481,0.0,4.4532211470546194e-07
2128,486,0.0,4.6570344205861355e-07
76,488,0.0001272173338339053,1.9447157240203363e-05
2130,489,0.0,5.311298025785179e-06
2131,490,0.0,8.000814067041982e-07
2132,492,0.0,7.557207974701157e-06
2133,493,0.0,1.534138875937753e-05
2134,494,0.0,1.1012604047622145e-05
2227,495,0.0,5.9147441128821197e-05
2135,497,0.0,3.967020353131062e-06
2136,498,0.0,4.416103996556744e-06
2137,499,0.0,5.737118308765232e-05
2138,501,0.0,5.785445103302633e-05
2139,502,0.0,2.325533294729612e-05
2140,504,0.0,8.140554305282071e-07
355,506,0.00029534955678528507,0.0
2141,507,0.0,3.7021447299405535e-06
2144,509,0.0,7.591913582184441e-07
2143,511,0.0,3.0108930460461047e-05
2142,513,0.0,8.1572824245484e-06
77,514,6.0566738342678605e-05,0.0
1167,515,1.8804020743910348e-05,0.0
2145,516,0.0,2.2152796624978616e-07
391,517,1.7673049386286562e-05,0.0
2146,519,0.0,2.9662918794154837e-07
2147,520,0.0,2.9662918794154837e-07
2149,521,0.0,5.610085693825256e-05
2150,522,0.0,2.9662918794154837e-07
2151,523,0.0,2.9662918794154837e-07
344,524,2.3664471699225573e-05,0.0
2148,525,6.955659932866533e-05,2.9662918794154837e-07
2153,527,0.0,1.3929095454800276e-06
2154,528,0.0,1.3929095454800276e-06
2157,529,0.0,1.3929095454800276e-06
2156,530,0.0,2.4880505402474495e-05
2155,531,0.0,1.3929095454800276e-06
4070,532,0.0,1.569268581096147e-05
2158,534,0.0,4.9069951489678646e-05
2159,536,0.0,3.137367050601143e-05
165,538,3.019733509674883e-05,0.0
2160,539,0.0,1.1070752757999797e-05
2161,540,0.0,2.0624865274409604e-06
2162,541,0.0,5.04168130984163e-06
2163,542,0.0,5.8343865571673134e-05
2164,543,0.0,2.165139351872462e-06
2165,544,0.0,1.0347102477617156e-05
78,545,0.00026871149587202913,0.00018615801700777796
2167,546,0.0,0.0014585718667718046
2176,547,0.0,2.165139351872462e-06
2177,548,0.0,2.165139351872462e-06
79,549,0.00030731661201410045,2.133463877092151e-05
2178,550,0.0,2.165139351872462e-06
2174,551,0.0,2.165139351872462e-06
2179,552,0.0,1.6883047989545698e-05
2180,553,0.0,0.00023189510727921706
2181,554,2.765256992647257e-06,6.061857882428379e-05
2182,555,0.0,1.3395767954223379e-05
2183,556,0.0,0.0008238022007062879
2184,557,0.0,2.0105463575685408e-06
2185,558,0.0,2.0105463575685408e-06
392,559,0.00029863199415699023,2.1676021399857435e-05
80,560,0.00016039728830743817,2.6119580800310537e-05
2186,561,0.0,1.826139711388359e-05
2187,562,0.0,3.488070626850113e-06
2188,563,0.0,3.488070626850113e-06
166,564,5.632281160994267e-05,5.777992247036326e-05
2189,565,1.922230454291132e-06,3.488070626850113e-06
167,566,5.723838780373441e-05,0.0
21,567,7.27392478142962e-05,1.6904022456774042e-06
2190,568,0.0,9.117712106516128e-07
2191,569,0.0,9.117712106516128e-07
2192,570,0.0,1.5305611650411526e-05
2193,571,0.0,9.117712106516128e-07
2194,572,0.0,6.90895377027982e-05
2195,573,0.0,9.117712106516128e-07
2196,574,0.0,1.2970408452577248e-05
422,575,0.00019289599891886622,1.636318146166166e-05
2197,576,0.0,1.6134028840152796e-06
2198,577,0.0,1.6134028840152796e-06
2199,578,0.0,1.6134028840152796e-06
168,579,0.0006322435065671823,2.047423880832189e-05
2200,580,0.0,0.0002461926479719959
22,581,2.3189352659430044e-05,0.0
2205,582,0.0,0.00038285268660110967
2204,583,0.0,0.0003336017401024357
23,584,5.5124056215974675e-05,8.003211011666256e-06
2209,585,0.0,1.525833603375355e-05
24,586,2.7879633458043387e-05,6.262609343580734e-05
356,587,0.0003311621037039634,9.915888532755366e-05
2210,588,0.0,0.00013288033856368974
169,589,6.323061252022997e-05,0.0
25,590,8.786023670808162e-05,3.9759256361478544e-05
2211,591,0.0,3.5914559059858213e-06
81,592,5.095087988916255e-05,1.3265098902452614e-05
2213,593,0.0,7.687524787570497e-07
2215,594,0.0,7.687524787570497e-07
2212,595,0.0,8.264149180669582e-06
2214,596,0.0,7.687524787570497e-07
2216,597,0.0,6.932866110212258e-06
2217,598,0.0,1.4667218069105803e-06
2218,599,0.0,1.4667218069105803e-06
82,600,0.00039610774979229377,0.0018620857189749283
953,601,3.3364692658138116e-05,4.3338639438972554e-05
2221,602,0.0,3.402070435683281e-07
26,604,2.7141024152978293e-05,2.395521646244623e-05
2222,605,0.0,8.695997088408962e-07
115,606,2.5530160340675566e-05,2.718183706485351e-06
357,607,5.997516460298191e-05,0.0
423,608,0.0012829162765559822,2.030196911973327e-05
170,609,9.83234628505537e-05,0.0
2223,610,0.0,1.0968078921408862e-06
27,611,8.750109691892437e-05,0.0
2224,612,0.0,1.0425226313768522e-06
171,613,8.317032951889121e-05,4.845870263476801e-06
2225,614,0.0,2.358375461097955e-05
2226,615,0.0,6.335584865454158e-05
172,616,4.449208823924871e-05,3.488070626850113e-06
173,617,6.674331664992372e-05,0.0
1988,618,1.8039582596488455e-05,3.967469123320716e-05
174,619,3.295562743989708e-05,0.0
2228,620,0.0,3.2195724332317886e-05
2230,621,0.0,5.891147746485306e-07
358,622,6.124755433257724e-05,0.0
359,624,7.156684145862077e-05,1.9464735082051988e-06
2231,625,0.0,4.729287544981499e-05
393,626,0.00023791489558465907,0.00018420484883045331
360,627,8.551545626659953e-05,0.0
361,628,6.977023078214413e-05,4.088873976317857e-06
362,631,9.197736942177699e-05,0.0
2232,632,0.0,3.488070626850113e-06
960,633,0.0008227792646427315,0.0002913391127337538
2234,634,0.0,0.001439700942305496
2241,635,0.0,0.0004719675708907616
363,636,0.00015045027728425212,4.7600078241001485e-05
364,637,0.00022861741603832133,0.00029110683549288946
2242,638,0.0,3.488070626850113e-06
2261,639,0.0,0.00013238665381032998
2243,640,0.0,3.04981048989367e-05
2244,641,0.0,4.722465645827405e-06
2245,642,0.0,6.160964301915343e-06
175,643,0.0002750662820124426,0.00030468107811907247
424,644,0.00032869807778872787,0.00016955292288472188
83,645,1.8148006160933434e-05,0.00012184867700628249
2240,646,0.0,0.0001807478039055758
425,647,0.00029436288803797253,0.00019088254173702608
2246,648,0.0,4.569516306808376e-06
2247,649,0.0,0.00013328465173165064
84,650,6.591551891569077e-05,0.0006353831184414192
2250,651,0.0,2.9436270070098873e-06
2252,652,0.0,5.954775199153789e-06
2253,653,0.0,5.490600837546424e-06
2254,654,0.0,2.1026259426092736e-06
2251,655,0.0,2.1026259426092736e-06
176,656,0.00016774320982444762,0.0
365,657,4.5494796750563687e-05,1.1592094980689058e-05
366,658,9.94633133056507e-05,2.9231257249624653e-05
85,659,0.00025285084883878425,0.00013173856653761316
2255,661,0.0,1.3793831144873928e-05
2256,662,0.0,9.82744746102451e-06
886,663,0.0003289213583872183,0.0011481857134319302
86,664,0.000115369105882069,6.769898438916013e-05
177,665,0.000387126946534206,7.717786278205172e-05
2260,666,0.0,7.332289594291449e-06
87,667,0.00019782816458866742,0.00020828772322419202
178,668,8.471595101042131e-05,3.598819221880006e-05
2262,669,0.0,6.067861726076833e-07
954,670,4.840816343395533e-05,0.0
2263,672,0.0,2.952797316074251e-06
88,673,0.00023556814824830279,2.7166597275238166e-05
367,674,0.00010039979268259728,6.0205679744246097e-05
89,675,0.00013049549255611474,1.0849249159136697e-06
2265,676,0.0,1.9200719781285096e-06
368,677,0.00015317942681976316,6.758909794321765e-06
2266,678,0.0,1.6269249709940141e-06
3106,679,0.0,2.2692801828094202e-05
369,681,0.00012979275640412647,0.0
1161,682,0.00010575292356972685,5.158992874274537e-06
2267,683,0.0,1.0416536524622103e-06
426,684,8.310100415318642e-05,3.5800734844128203e-06
1578,686,9.847751731703934e-05,0.00040035160125986456
370,687,7.92356787179607e-05,0.0
2268,688,0.0,1.954577041351646e-05
2269,689,0.0,0.00042340017116633533
2270,690,0.0,4.176140790572028e-05
179,691,0.0001658383133532998,0.00013556081684872203
2271,692,0.0,4.657827032614611e-06
2272,693,0.0,6.297337814456694e-07
180,694,5.023887687008025e-05,0.0
2273,695,0.0,0.0012062927291173618
90,696,0.00017242923219251997,2.563373155074615e-05
887,697,0.0003904886195662711,0.0008210952606977594
3275,698,0.0,0.00013982208154265778
2275,699,0.0,5.44033815406072e-05
181,700,0.0001459617732180733,0.0
2276,701,0.0,5.758838316906577e-05
2277,703,0.0,8.410010644006136e-07
182,704,0.0003426802190625743,0.0007063339635066501
427,705,0.00016821337066240443,9.3365364119666e-05
91,706,0.00019454590288578213,0.0005509565832834545
428,707,0.00027951765279702386,0.0006357974048914494
2279,708,0.0,0.00032415183370998956
2281,709,0.0,8.410010644006136e-07
429,710,0.0002895541989074638,0.000882180251496842
2283,711,0.0,8.410010644006136e-07
2284,712,0.0,0.0001086985351438205
2285,713,0.0,1.4874461707110333e-05
